id#;unitname;wpn1;wpn2;wpn3;wpn4;wpn5;wpn6;wpn7;helm;armor;shield;misc;rt;lim;basecost;gmon;gcom;rsrc;sz;resz;hp;prot;mr;mor;str;att;def;prec;enc;map;ap;adx;cav;inv;ldr-n;ldr-u;ldr-m;agestrt;ageold;hand;head;body;foot;misc;path;dom;inn;F;A;W;E;S;D;N;B;H;rand1;nbr1;link1;mask1;rand2;nbr2;link2;mask2;rand3;nbr3;link3;mask3;rand4;nbr4;link4;mask4;holy;inq;mind;lifeless;undead;demon;mgcbng;stone;animal;cldbld;female;forest;mount;waste;swamp;cave;aqua;amphi;pamph;float;fly;strmfly;telep;immob;noriver;sailsz;sailmaxsz;stealth;glam;spy;assassin;patience;seduce;succubus;corrupt;rec;imm;reinc;noheal;noeat;homesick;undisc;ffight;slave;std;i-ldr;taskm;beastm;bodyg;waterbr;iceprot;invul;slash;blunt;pierce;resshck;resfire;rescold;respois;voidsan;dv;blind;aawe;awe;halt;fear;brsrk;chill;heat;fshld;bfshld;dmgrev;pcloud;plague;slime;mindslime;disbel;reform;regen;reanim;barbs;petrify;eyeloss;eth;ethtrue;deathcu;trmpl;swal;pwstrm;pwfire;pwcold;pwdark;pwchaos;pwmagic;winter;spring;summer;fall;forge;fixforge;smith;reso;heal;dishe;alch;fortune;event;insane;soulsh;reaper;tax;gem;gemgen;chaosrec;pllg;ptrl;cdef;siege;def-org;sup;unrest;popkill;research;drainres;i-resch;bloodsearch;sacr;ivylord;xbreed;pearl;pathboost;ritualrange;voidsum;her;eleg;shapechange;1shape;2shape;tmp2shape;landshape;seashape;forestshape;normalshape;unique;uniquename;special;nametype;type;class;from;sum;#sum;autosum;#autosum;batsum;#batsum;domsum;#domsum
707;Centaur Warrior;357;55;21;;;;;119;103;2;;1;;10035;35;70;1;3;2;22;3;13;12;14;10;14;12;3;3;30;0;0;0;40;0;0;37;90;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;40;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;2;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
708;Reveler;1;55;;;;;;;44;;;1;;10013;13;45;1;2;2;15;2;13;12;12;12;13;10;3;3;15;0;0;0;40;0;0;37;90;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;40;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;3;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
709;Panic Apostate;252;;;;;;;;;;;2;;10040;35;310;1;3;3;27;4;17;16;16;9;9;9;3;2;15;0;0;0;80;0;0;188;150;2;1;1;1;2;;;;;;;;;2;3;;;10;1;1;13824;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;40;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;1;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
710;Carrion Lord;71;71;252;;;;;;;;;1;;0;0;0;1;3;3;53;2;18;16;19;8;8;8;0;3;9;0;0;0;10;160;0;392;500;2;1;1;1;2;;;;;;;;;2;3;;3;;;;;;;;;;;;;;;;;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;40;0;0;0;;0;0;0;1;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;5;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Summon;;;;;;;;
711;Carrion Lady;71;55;;;;;;;;;;1;;0;0;0;1;2;2;15;0;16;10;11;9;11;9;0;3;10;0;0;0;10;120;0;324;500;2;1;1;1;2;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;;0;0;0;;0;0;;;;0;;40;0;0;0;;0;0;0;1;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Summon;;;;;;;;
712;Satyr Manikin;71;29;;;;;;;;;;1;;0;0;0;1;2;2;16;0;14;50;12;7;9;5;0;3;8;0;0;0;40;40;0;187;500;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
713;Harpy Manikin;71;71;;;;;;;;;;1;;0;0;0;1;1;1;8;0;13;50;9;5;5;3;0;2;3;0;0;0;40;10;0;187;500;0;1;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
714;Carrion Centaur;71;71;55;;;;;;;;;1;;0;0;0;1;3;2;24;2;14;15;15;7;11;7;0;3;20;0;0;0;10;80;10;255;500;2;1;1;0;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Summon;;;;;;;;
715;Carrion Beast;71;20;;;;;;;;;;1;;0;0;0;1;2;2;10;1;8;50;10;8;8;5;0;3;18;0;0;0;40;10;0;187;500;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
716;Carrion Beast;71;20;;;;;;;;;;1;;0;0;0;1;2;2;15;2;8;50;11;5;5;5;0;3;10;0;0;0;40;10;0;187;500;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
717;Carrion Beast;71;55;;;;;;;;;;1;;0;0;0;1;3;3;24;2;8;50;15;5;5;5;0;3;20;0;0;0;40;10;0;187;500;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
718;Carrion Beast;71;29;;;;;;;;;;1;;0;0;0;1;4;4;68;5;8;50;21;6;5;5;0;3;9;0;0;0;40;10;0;187;500;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;1;;;;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
719;…;488;;;;;;;;;;;1;;250;250;250;1;6;6;72;12;14;15;16;14;10;5;3;1;7;0;0;0;40;0;0;28;67;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;6;;;;;;25;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;n/a;Unused;;;;;;;;;
720;Slave;1;;;;;;;;;;;1;;2;2;2;1;2;2;10;0;10;6;9;7;7;10;4;1;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;1;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Summon;;;;;;;;
721;Warrior;1;22;;;;;;;;105;;1;;10009;9;35;1;2;2;10;0;10;10;10;10;10;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
722;Warrior;1;22;;;;;;120;104;105;;1;;10009;9;35;1;2;2;10;0;10;10;10;10;10;10;3;1;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
723;Warrior;1;21;;;;;;119;104;105;;1;;10009;9;35;1;2;2;10;0;10;10;10;10;10;10;3;1;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
724;Warrior;12;21;;;;;;119;106;105;;1;;10009;9;35;1;2;2;10;0;10;10;10;10;10;10;3;1;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
725;Sun Warrior;253;21;;;;;;135;106;105;;1;;10014;18;55;1;2;2;12;0;10;12;10;11;11;10;3;1;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
726;Eagle Warrior;1;9;;;;;;120;44;;;1;;10012;15;50;1;2;2;12;0;10;11;10;11;11;10;3;2;12;3;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;Fly when blessed;;u;Unit;Recruitment;;;;;;;;
727;Jaguar Warrior;288;;;;;;;120;44;;;1;;10020;26;65;1;2;2;12;0;10;12;11;11;11;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;728;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
728;Were Jaguar;20;29;29;;;;;;;;;1;;10020;26;65;1;3;3;18;5;10;15;13;12;12;5;2;2;14;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;727;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
729;Scout;1;22;;;;;;120;;105;;1;;10010;10;25;1;2;2;10;0;10;10;10;10;10;10;3;2;12;0;0;0;0;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;0;0;0;;0;0;;;;0;;50;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Scout;Recruitment;;;;;;;;
730;Tribal King;288;21;;;;;;119;106;;;1;;10010;13;90;1;2;2;13;0;10;14;11;12;11;10;3;2;12;0;0;0;80;0;0;27;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;Levy slaves;;c;Commander;Recruitment;720;?;;;;;;
731;Mictlan Priest;9;;;;;;;;;;;1;;10005;6;65;1;2;2;10;0;13;10;10;10;10;10;3;2;12;0;0;0;10;0;0;33;50;2;1;1;1;2;;;;;;;;;;;1;1;10;1;1;10880;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Recruitment;;;;;;;;
732;Priest King;288;;;;;;;20;;;;1;;9960;-52;230;1;2;2;15;0;15;14;11;12;12;10;3;2;12;0;0;0;120;0;0;63;50;2;1;1;1;2;;;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;Levy slaves;;c;Mage;Recruitment;720;?;;;;;;
733;Rain Priest;9;;;;;;;;;;;1;;9960;-52;175;1;2;2;10;0;15;10;10;10;10;10;3;2;12;0;0;0;10;0;0;52;50;2;1;1;1;2;;;;;;2;;;;;2;2;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
734;Moon Priest;9;;;;;;;;;;;1;;9960;-52;175;1;2;2;10;0;15;10;10;10;10;10;3;2;12;0;0;0;10;0;0;52;50;2;1;1;1;2;;;;;;;;2;;;2;2;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
735;High Priest of the Sun;9;;;;;;;;;;;1;;9960;-52;290;1;2;2;10;0;16;14;10;10;10;10;3;2;12;0;0;0;40;0;0;60;50;2;1;1;1;2;;;;2;;;;;;;3;3;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
736;Ether Warrior;289;;;;;;;21;18;;;1;;0;0;0;1;3;3;22;2;13;15;16;13;13;15;3;1;15;0;0;0;40;0;10;370;1000;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Summon;;;;;;;;
737;Ether Lord;290;;;;;;;118;6;;;1;;0;0;0;1;3;3;25;2;18;15;16;14;14;15;3;2;15;0;0;0;40;0;40;713;1000;2;1;1;1;2;;;;;;;;3;2;;;;100;1;1;22784;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Summon;;;;;;;;
738;Black Templar;15;4;56;;;;;21;91;3;;1;;10040;70;110;30;3;2;15;0;10;15;13;12;12;10;5;2;18;0;1;0;40;0;0;22;50;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;104;u;Unit;Recruitment;;;;;;;;
739;Black Acolyte;9;;;;;;;;;;;1;;10010;13;45;1;2;2;9;0;12;10;9;8;8;10;4;2;10;0;0;0;10;0;0;33;50;2;1;1;1;2;;;;;;;;;;;;1;10;1;1;1024;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Recruitment;;;;;;;;
740;Black Priest;14;;;;;;;;;;;1;;10010;13;160;1;2;2;9;0;15;11;9;8;8;10;4;2;8;0;0;0;40;0;0;44;50;2;1;1;1;2;;;;;;;1;;;;;2;100;1;1;3456;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;1;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
741;Giant Mummy;11;;;;;;;;;;;1;;0;0;0;1;4;4;75;8;16;30;25;12;8;8;0;3;10;0;0;0;40;80;0;187;500;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;-10;15;25;;;0;;;;;;;;;;;;8;;;;;;;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Summon;;;;;;;;
742;Giant Mummy;116;;;;;;;;;;;1;;0;0;0;1;4;4;68;8;15;30;24;12;8;8;0;3;10;0;0;0;40;80;0;187;500;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;-10;15;25;;;0;;;;;;;;;;;;8;;;;;;;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Summon;;;;;;;;
743;Mummy;37;;;;;;;;;;;1;;0;0;0;1;3;3;32;8;16;30;15;12;8;8;0;3;8;0;0;0;40;80;0;187;500;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;-10;15;25;;;0;;;;;;;;;;;;8;;;;;;;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Summon;;;;;;;;
744;Diabolist;9;;;;;;;;;;;1;;10010;10;65;1;2;2;9;0;13;15;9;8;8;10;3;2;10;0;0;0;10;0;0;37;50;2;1;1;1;2;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
745;Goetic Master;9;;;;;;;;;;;2;;10010;11;275;1;2;2;8;0;15;15;9;8;8;10;3;1;8;0;0;0;10;0;0;52;50;2;1;1;1;2;;;;2;;;;;;;2;1;100;1;1;19584;10;1;1;19584;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
746;Strategos;6;;;;;;;123;14;2;;1;;10010;10;110;1;2;2;13;0;10;15;12;12;13;10;3;2;13;0;0;0;120;0;0;33;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
